forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-03,VA,8,,Don Beyer,D,true,classic,1.0,75.59,70.41,80.76
2018-10-03,VA,8,,Thomas Oh,R,false,classic,0.0,24.41,19.24,29.59
2018-10-03,VA,9,,Morgan Griffith,R,true,classic,0.9944,61.58,56.15,66.97
2018-10-03,VA,9,,Anthony Flaccavento,D,false,classic,0.0056,38.42,33.03,43.85
2018-10-03,VA,10,,Jennifer Wexton,D,false,classic,0.7372,52.2,47.7,56.7
2018-10-03,VA,10,,Barbara Comstock,R,true,classic,0.2628,47.8,43.3,52.3
2018-10-03,VA,11,,Gerald E. Connolly,D,true,classic,0.9999,66.98,61.49,72.29
2018-10-03,VA,11,,Jeff Dove,R,false,classic,0.0001,29.9,24.49,35.32
2018-10-03,VA,11,,Stevan Porter,LIB,false,classic,0.0,3.12,0.97,5.81
2018-10-03,VT,1,,Peter Welch,D,true,classic,1.0,76.76,71.4,82.02
2018-10-03,VT,1,,Anya Tynio,R,false,classic,0.0,18.37,13.05,23.63
2018-10-03,VT,1,,Others,,false,classic,0.0,4.87,1.83,8.56
2018-10-03,WA,1,,Suzan DelBene,D,true,classic,0.998,63.12,58.02,68.2
2018-10-03,WA,1,,Jeffrey Beeler,R,false,classic,0.002,36.88,31.8,41.98
2018-10-03,WA,2,,Rick Larsen,D,true,classic,0.9995,77.23,69.62,84.45
2018-10-03,WA,2,,Brian Luke,L,false,classic,0.0005,22.77,15.55,30.38
2018-10-03,WA,3,,Jaime Herrera Beutler,R,true,classic,0.858,53.87,49.23,58.48
2018-10-03,WA,3,,Carolyn Long,D,false,classic,0.142,46.13,41.52,50.77
2018-10-03,WA,4,,Dan Newhouse,R,true,classic,0.9961,62.21,56.98,67.48
2018-10-03,WA,4,,Christine Brown,D,false,classic,0.0039,37.79,32.52,43.02
2018-10-03,WA,5,,Cathy McMorris Rodgers,R,true,classic,0.821,53.11,48.67,57.59
2018-10-03,WA,5,,Lisa Brown,D,false,classic,0.179,46.89,42.41,51.33
2018-10-03,WA,6,,Derek Kilmer,D,true,classic,0.9996,65.94,60.8,70.99
2018-10-03,WA,6,,Douglas Dightman,R,false,classic,0.0004,34.06,29.01,39.2
2018-10-03,WA,7,,Pramila Jayapal,D,true,classic,1.0,83.62,78.91,88.34
2018-10-03,WA,7,,Craig Keller,R,false,classic,0.0,16.38,11.66,21.09
2018-10-03,WA,8,,Kim Schrier,D,false,classic,0.5417,50.34,45.98,54.77
2018-10-03,WA,8,,Dino Rossi,R,false,classic,0.4583,49.66,45.23,54.02
2018-10-03,WA,9,,Adam Smith,D,true,classic,0.9826,61.31,54.42,68.23
2018-10-03,WA,9,,Sarah Smith,D,false,classic,0.0174,38.69,31.77,45.58
2018-10-03,WA,10,,Denny Heck,D,true,classic,0.9991,64.29,59.32,69.24
2018-10-03,WA,10,,Joseph Brumbles,R,false,classic,0.0009,35.71,30.76,40.68
2018-10-03,WI,1,,Bryan Steil,R,false,classic,0.8217,51.42,47.01,55.8
2018-10-03,WI,1,,Randy Bryce,D,false,classic,0.1783,45.43,41.01,49.84
2018-10-03,WI,1,,Ken Yorgan,I,false,classic,0.0,3.15,0.98,5.86
2018-10-03,WI,2,,Mark Pocan,D,true,classic,1.0,100.0,100.0,100.0
2018-10-03,WI,3,,Ron Kind,D,true,classic,0.9961,61.48,56.38,66.5
2018-10-03,WI,3,,Steve Toft,R,false,classic,0.0039,38.52,33.5,43.62
2018-10-03,WI,4,,Gwen Moore,D,true,classic,1.0,74.77,69.48,80.02
2018-10-03,WI,4,,Robert R. Raymond,I,false,classic,0.0,3.31,1.07,6.13
2018-10-03,WI,4,,Tim Rogers,R,false,classic,0.0,21.92,16.67,27.14
2018-10-03,WI,5,,F. James Sensenbrenner,R,true,classic,0.989,59.88,54.69,65.03
2018-10-03,WI,5,,Tom Palzewicz,D,false,classic,0.011,40.12,34.97,45.31
2018-10-03,WI,6,,Glenn Grothman,R,true,classic,0.7628,52.83,47.72,57.94
2018-10-03,WI,6,,Dan Kohl,D,false,classic,0.2372,47.17,42.06,52.28
2018-10-03,WI,7,,Sean P. Duffy,R,true,classic,0.9928,59.47,54.08,64.8
2018-10-03,WI,7,,Margaret Engebretson,D,false,classic,0.0071,37.51,32.13,42.86
2018-10-03,WI,7,,Ken Driessen,DPD,false,classic,0.0,3.01,0.92,5.61
2018-10-03,WI,8,,Mike Gallagher,R,true,classic,0.996,61.49,56.35,66.62
2018-10-03,WI,8,,Beau Liegeois,D,false,classic,0.004,38.51,33.38,43.65
2018-10-03,WV,1,,David McKinley,R,true,classic,0.9992,64.49,59.45,69.6
2018-10-03,WV,1,,Kendra Fershee,D,false,classic,0.0008,35.51,30.4,40.55
2018-10-03,WV,2,,Alex Mooney,R,true,classic,0.9529,54.41,48.98,59.71
2018-10-03,WV,2,,Talley Sergent,D,false,classic,0.047,40.96,35.6,46.31
2018-10-03,WV,2,,Daniel Lutz Jr.,Mountain,false,classic,0.0001,4.63,1.73,8.13
2018-10-03,WV,3,,Carol Miller,R,false,classic,0.9116,56.21,50.34,61.99
2018-10-03,WV,3,,Richard Ojeda,D,false,classic,0.0884,43.79,38.01,49.66
2018-10-03,WY,1,,Liz Cheney,R,true,classic,0.9999,66.73,61.01,72.36
2018-10-03,WY,1,,Greg Hunter,D,false,classic,0.0001,28.31,22.63,33.95
2018-10-03,WY,1,,Others,,false,classic,0.0,4.96,1.88,8.66
2018-10-03,AK,1,,Don Young,R,true,deluxe,0.8483,51.23,45.23,57.09
2018-10-03,AK,1,,Alyse S. Galvin,D,false,deluxe,0.1517,42.41,36.51,48.31
2018-10-03,AK,1,,Others,,false,deluxe,0.0,6.36,2.69,10.65
2018-10-03,AL,1,,Bradley Byrne,R,true,deluxe,0.9996,65.42,60.67,70.16
2018-10-03,AL,1,,Robert Kennedy Jr.,D,false,deluxe,0.0004,34.58,29.84,39.33
2018-10-03,AL,2,,Martha Roby,R,true,deluxe,0.9891,59.51,54.43,64.55
2018-10-03,AL,2,,Tabitha Isner,D,false,deluxe,0.0109,40.49,35.45,45.57
2018-10-03,AL,3,,Mike Rogers,R,true,deluxe,0.9992,62.94,58.19,67.63
2018-10-03,AL,3,,Mallory Hagan,D,false,deluxe,0.0008,37.06,32.37,41.81
2018-10-03,AL,4,,Robert B. Aderholt,R,true,deluxe,1.0,77.12,72.32,81.95
2018-10-03,AL,4,,Lee Auman,D,false,deluxe,0.0,22.88,18.05,27.68
2018-10-03,AL,5,,Mo Brooks,R,true,deluxe,0.9992,64.04,59.19,68.88
2018-10-03,AL,5,,Peter Joffrion,D,false,deluxe,0.0008,35.96,31.12,40.81
2018-10-03,AL,6,,Gary Palmer,R,true,deluxe,0.9999,67.68,62.93,72.41
2018-10-03,AL,6,,Danner Kline,D,false,deluxe,0.0001,32.32,27.59,37.07
2018-10-03,AL,7,,Terri A. Sewell,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-03,AR,1,,Rick Crawford,R,true,deluxe,0.9996,63.0,57.86,68.12
2018-10-03,AR,1,,Chintan Desai,D,false,deluxe,0.0004,33.09,27.93,38.18
2018-10-03,AR,1,,Elvis Presley,LIB,false,deluxe,0.0,3.92,1.35,7.06
2018-10-03,AR,2,,French Hill,R,true,deluxe,0.8531,51.95,47.59,56.24
2018-10-03,AR,2,,Clarke Tucker,D,false,deluxe,0.1469,45.23,40.9,49.56
2018-10-03,AR,2,,Joe Ryne Swafford,LIB,false,deluxe,0.0,2.83,0.84,5.34
2018-10-03,AR,3,,Steve Womack,R,true,deluxe,0.9993,61.64,56.71,66.52
2018-10-03,AR,3,,Josh Mahony,D,false,deluxe,0.0007,34.85,29.94,39.7
2018-10-03,AR,3,,Michael Kalagias,LIB,false,deluxe,0.0,3.51,1.16,6.41
2018-10-03,AR,4,,Bruce Westerman,R,true,deluxe,0.9996,62.23,57.3,67.06
2018-10-03,AR,4,,Hayden Shamel,D,false,deluxe,0.0004,33.77,28.87,38.65
2018-10-03,AR,4,,Tom Canada,LIB,false,deluxe,0.0,4.0,1.37,7.17
2018-10-03,AZ,1,,Tom O'Halleran,D,true,deluxe,0.9047,55.25,50.12,60.37
2018-10-03,AZ,1,,Wendy Rogers,R,false,deluxe,0.0953,44.75,39.63,49.88
2018-10-03,AZ,2,,Ann Kirkpatrick,D,false,deluxe,0.9302,54.69,50.65,58.73
2018-10-03,AZ,2,,Lea Marquez Peterson,R,false,deluxe,0.0698,45.31,41.27,49.35
2018-10-03,AZ,3,,Raul Grijalva,D,true,deluxe,0.9999,69.34,64.08,74.48
2018-10-03,AZ,3,,Nick Pierson,R,false,deluxe,0.0001,30.66,25.52,35.92
2018-10-03,AZ,4,,Paul A. Gosar,R,true,deluxe,0.9997,63.55,58.47,68.57
2018-10-03,AZ,4,,David Brill,D,false,deluxe,0.0003,32.46,27.36,37.53
2018-10-03,AZ,4,,Haryaksha Gregor Knauer,G,false,deluxe,0.0,4.0,1.39,7.16
2018-10-03,AZ,5,,Andy Biggs,R,true,deluxe,0.9988,63.88,58.82,68.89
2018-10-03,AZ,5,,Joan Greene,D,false,deluxe,0.0012,36.12,31.11,41.18
2018-10-03,AZ,6,,David Schweikert,R,true,deluxe,0.9089,55.33,50.21,60.41
2018-10-03,AZ,6,,Anita Malik,D,false,deluxe,0.0911,44.67,39.59,49.79
2018-10-03,AZ,7,,Ruben Gallego,D,true,deluxe,0.9999,86.19,79.42,92.36
2018-10-03,AZ,7,,Gary Swing,G,false,deluxe,0.0001,13.81,7.64,20.58
2018-10-03,AZ,8,,Debbie Lesko,R,true,deluxe,0.9031,54.67,50.07,59.25
2018-10-03,AZ,8,,Hiral Tipirneni,D,false,deluxe,0.0969,45.33,40.75,49.93
2018-10-03,AZ,9,,Greg Stanton,D,false,deluxe,0.9947,60.63,55.75,65.5
2018-10-03,AZ,9,,Steve Ferrara,R,false,deluxe,0.0053,39.37,34.5,44.25
2018-10-03,CA,1,,Doug LaMalfa,R,true,deluxe,0.9424,56.73,51.32,62.1
2018-10-03,CA,1,,Audrey Denney,D,false,deluxe,0.0576,43.27,37.9,48.68
2018-10-03,CA,2,,Jared Huffman,D,true,deluxe,1.0,80.37,76.09,84.64
2018-10-03,CA,2,,Dale K. Mensing,R,false,deluxe,0.0,19.63,15.36,23.91
2018-10-03,CA,3,,John Garamendi,D,true,deluxe,0.9993,64.38,59.55,69.25
2018-10-03,CA,3,,Charlie Schaupp,R,false,deluxe,0.0007,35.62,30.75,40.45
2018-10-03,CA,4,,Tom McClintock,R,true,deluxe,0.8881,54.83,49.74,59.91
2018-10-03,CA,4,,Jessica Morse,D,false,deluxe,0.1119,45.17,40.09,50.26
2018-10-03,CA,5,,Mike Thompson,D,true,deluxe,0.9996,80.16,72.69,87.19
2018-10-03,CA,5,,Anthony Mills,I,false,deluxe,0.0004,19.84,12.81,27.31
2018-10-03,CA,6,,Doris O. Matsui,D,true,deluxe,1.0,78.4,73.64,83.14
2018-10-03,CA,6,,Jrmar Jefferson,D,false,deluxe,0.0,21.6,16.86,26.36
2018-10-03,CA,7,,Ami Bera,D,true,deluxe,0.9904,58.18,53.92,62.41
2018-10-03,CA,7,,Andrew Grant,R,false,deluxe,0.0096,41.82,37.59,46.08
2018-10-03,CA,8,,Paul Cook,R,true,deluxe,0.973,60.6,53.59,67.57
2018-10-03,CA,8,,Tim Donnelly,R,false,deluxe,0.027,39.4,32.43,46.41
2018-10-03,CA,9,,Jerry McNerney,D,true,deluxe,0.9991,63.66,58.8,68.44
2018-10-03,CA,9,,Marla Livengood,R,false,deluxe,0.0009,36.34,31.56,41.2
2018-10-03,CA,10,,Josh Harder,D,false,deluxe,0.6349,51.23,46.58,55.9
2018-10-03,CA,10,,Jeff Denham,R,true,deluxe,0.3651,48.77,44.1,53.42
2018-10-03,CA,11,,Mark DeSaulnier,D,true,deluxe,1.0,77.49,72.63,82.33
2018-10-03,CA,11,,John Fitzgerald,R,false,deluxe,0.0,22.51,17.67,27.37
2018-10-03,CA,12,,Nancy Pelosi,D,true,deluxe,1.0,90.4,86.58,94.19
2018-10-03,CA,12,,Lisa Remmer,R,false,deluxe,0.0,9.6,5.81,13.42
2018-10-03,CA,13,,Barbara Lee,D,true,deluxe,0.9999,89.88,83.84,95.15
2018-10-03,CA,13,,Laura Wells,G,false,deluxe,0.0001,10.12,4.85,16.16
2018-10-03,CA,14,,Jackie Speier,D,true,deluxe,1.0,82.95,78.37,87.49
2018-10-03,CA,14,,Cristina Osmeña,R,false,deluxe,0.0,17.05,12.51,21.63
2018-10-03,CA,15,,Eric Swalwell,D,true,deluxe,1.0,76.97,72.16,81.75
2018-10-03,CA,15,,Rudy L. Peters Jr.,R,false,deluxe,0.0,23.03,18.25,27.84
2018-10-03,CA,16,,Jim Costa,D,true,deluxe,0.9876,59.1,54.11,64.08
2018-10-03,CA,16,,Elizabeth Heng,R,false,deluxe,0.0124,40.9,35.92,45.89
2018-10-03,CA,17,,Ro Khanna,D,true,deluxe,1.0,79.62,74.06,85.1
2018-10-03,CA,17,,Ron Cohen,R,false,deluxe,0.0,20.38,14.9,25.94
2018-10-03,CA,18,,Anna G. Eshoo,D,true,deluxe,1.0,78.1,72.94,83.24
2018-10-03,CA,18,,Christine Russell,R,false,deluxe,0.0,21.9,16.76,27.06
2018-10-03,CA,19,,Zoe Lofgren,D,true,deluxe,1.0,85.96,81.8,90.12
2018-10-03,CA,19,,Justin James Aguilera,R,false,deluxe,0.0,14.04,9.88,18.2
2018-10-03,CA,20,,Jimmy Panetta,D,true,deluxe,0.9994,76.63,69.04,83.91
2018-10-03,CA,20,,Ronald Paul Kabat,I,false,deluxe,0.0006,23.37,16.09,30.96
2018-10-03,CA,21,,David Valadao,R,true,deluxe,0.8576,54.2,49.14,59.29
2018-10-03,CA,21,,TJ Cox,D,false,deluxe,0.1424,45.8,40.71,50.86
2018-10-03,CA,22,,Devin Nunes,R,true,deluxe,0.9861,57.48,53.31,61.68
2018-10-03,CA,22,,Andrew Janz,D,false,deluxe,0.0139,42.52,38.32,46.69
2018-10-03,CA,23,,Kevin McCarthy,R,true,deluxe,0.9995,64.69,59.74,69.65
2018-10-03,CA,23,,Tatiana Matta,D,false,deluxe,0.0005,35.31,30.35,40.26
2018-10-03,CA,24,,Salud Carbajal,D,true,deluxe,0.987,58.75,53.94,63.57
2018-10-03,CA,24,,Justin Fareed,R,false,deluxe,0.013,41.25,36.43,46.06
2018-10-03,CA,25,,Katie Hill,D,false,deluxe,0.6379,51.23,46.73,55.68
2018-10-03,CA,25,,Steve Knight,R,true,deluxe,0.3621,48.77,44.32,53.27
2018-10-03,CA,26,,Julia Brownley,D,true,deluxe,0.9996,66.95,61.86,72.04
2018-10-03,CA,26,,Antonio Sabato Jr.,R,false,deluxe,0.0004,33.05,27.96,38.14
2018-10-03,CA,27,,Judy Chu,D,true,deluxe,1.0,75.48,70.39,80.56
2018-10-03,CA,27,,Bryan Witt,D,false,deluxe,0.0,24.52,19.44,29.61
2018-10-03,CA,28,,Adam Schiff,D,true,deluxe,1.0,81.32,77.0,85.63
2018-10-03,CA,28,,Johnny J. Nalbandian,R,false,deluxe,0.0,18.68,14.37,23.0
2018-10-03,CA,29,,Tony Cárdenas,D,true,deluxe,1.0,80.53,75.29,85.76
2018-10-03,CA,29,,Benito Benny Bernal,R,false,deluxe,0.0,19.47,14.24,24.71
2018-10-03,CA,30,,Brad Sherman,D,true,deluxe,1.0,76.61,71.88,81.29
2018-10-03,CA,30,,Mark S. Reed,R,false,deluxe,0.0,23.39,18.71,28.12
2018-10-03,CA,31,,Pete Aguilar,D,true,deluxe,0.9986,62.81,57.86,67.71
2018-10-03,CA,31,,Sean Flynn,R,false,deluxe,0.0014,37.19,32.29,42.14
2018-10-03,CA,32,,Grace Napolitano,D,true,deluxe,1.0,81.79,77.29,86.2
2018-10-03,CA,32,,Joshua M. Scott,R,false,deluxe,0.0,18.21,13.8,22.71
2018-10-03,CA,33,,Ted Lieu,D,true,deluxe,1.0,73.24,67.93,78.59
2018-10-03,CA,33,,Kenneth Weston Wright,R,false,deluxe,0.0,26.76,21.41,32.07
2018-10-03,CA,34,,Jimmy Gomez,D,true,deluxe,0.9998,81.54,74.18,88.47
2018-10-03,CA,34,,Kenneth Mejia,G,false,deluxe,0.0002,18.46,11.53,25.82
2018-10-03,CA,35,,Norma Torres,D,true,deluxe,1.0,73.49,68.46,78.41
2018-10-03,CA,35,,Christian Leonel Valiente,R,false,deluxe,0.0,26.51,21.59,31.54
2018-10-03,CA,36,,Raul Ruiz,D,true,deluxe,0.9978,62.3,57.42,67.2
2018-10-03,CA,36,,Kimberlin Brown Pelzer,R,false,deluxe,0.0022,37.7,32.8,42.58
2018-10-03,CA,37,,Karen Bass,D,true,deluxe,1.0,90.03,86.41,93.59
2018-10-03,CA,37,,Ron J. Bassilian,R,false,deluxe,0.0,9.97,6.41,13.59
2018-10-03,CA,38,,Linda Sánchez,D,true,deluxe,1.0,71.5,66.58,76.4
2018-10-03,CA,38,,Ryan Downing,R,false,deluxe,0.0,28.5,23.6,33.42
2018-10-03,CA,39,,Gil Cisneros,D,false,deluxe,0.5118,50.13,45.52,54.64
2018-10-03,CA,39,,Young Kim,R,false,deluxe,0.4882,49.87,45.36,54.48
2018-10-03,CA,40,,Lucille Roybal-Allard,D,true,deluxe,0.9993,77.1,69.48,84.37
2018-10-03,CA,40,,Rodolfo Cortes Barragan,G,false,deluxe,0.0007,22.9,15.63,30.52
2018-10-03,CA,41,,Mark Takano,D,true,deluxe,0.9997,67.34,62.24,72.4
2018-10-03,CA,41,,Aja Smith,R,false,deluxe,0.0003,32.66,27.6,37.76
2018-10-03,CA,42,,Ken Calvert,R,true,deluxe,0.9861,59.15,54.07,64.15
2018-10-03,CA,42,,Julia C. Peacock,D,false,deluxe,0.0139,40.85,35.85,45.93
2018-10-03,CA,43,,Maxine Waters,D,true,deluxe,1.0,79.41,74.43,84.29
2018-10-03,CA,43,,Omar Navarro,R,false,deluxe,0.0,20.59,15.71,25.57
2018-10-03,CA,44,,Nanette Diaz Barragán,D,true,deluxe,1.0,72.64,67.11,78.11
2018-10-03,CA,44,,Aja L. Brown,D,false,deluxe,0.0,27.36,21.89,32.89
2018-10-03,CA,45,,Katie Porter,D,false,deluxe,0.6258,51.05,46.78,55.35
2018-10-03,CA,45,,Mimi Walters,R,true,deluxe,0.3742,48.95,44.65,53.22
2018-10-03,CA,46,,J. Luis Correa,D,true,deluxe,1.0,72.01,66.95,77.06
2018-10-03,CA,46,,Russell Rene Lambert,R,false,deluxe,0.0,27.99,22.94,33.05
2018-10-03,CA,47,,Alan Lowenthal,D,true,deluxe,0.9999,67.38,62.53,72.25
2018-10-03,CA,47,,John Briscoe,R,false,deluxe,0.0001,32.62,27.76,37.47
2018-10-03,CA,48,,Harley Rouda,D,false,deluxe,0.6269,51.08,46.7,55.44
2018-10-03,CA,48,,Dana Rohrabacher,R,true,deluxe,0.3731,48.92,44.56,53.3
2018-10-03,CA,49,,Mike Levin,D,false,deluxe,0.9083,54.32,50.17,58.41
2018-10-03,CA,49,,Diane L. Harkey,R,false,deluxe,0.0917,45.68,41.59,49.83
2018-10-03,CA,50,,Duncan D. Hunter,R,true,deluxe,0.9017,54.19,50.03,58.43
2018-10-03,CA,50,,Ammar Campa-Najjar,D,false,deluxe,0.0983,45.81,41.57,49.97
2018-10-03,CA,51,,Juan Vargas,D,true,deluxe,1.0,73.73,68.32,79.02
2018-10-03,CA,51,,Juan M. Hidalgo Jr.,R,false,deluxe,0.0,26.27,20.98,31.68
2018-10-03,CA,52,,Scott Peters,D,true,deluxe,0.9994,64.39,59.39,69.41
2018-10-03,CA,52,,Omar Qudrat,R,false,deluxe,0.0006,35.61,30.59,40.61
2018-10-03,CA,53,,Susan Davis,D,true,deluxe,1.0,68.86,64.06,73.64
2018-10-03,CA,53,,Morgan Murtaugh,R,false,deluxe,0.0,31.14,26.36,35.94
2018-10-03,CO,1,,Diana DeGette,D,true,deluxe,1.0,70.71,65.66,75.76
2018-10-03,CO,1,,Charles Casper Stockham,R,false,deluxe,0.0,25.0,19.84,30.06
2018-10-03,CO,1,,Others,,false,deluxe,0.0,4.29,1.55,7.6
2018-10-03,CO,2,,Joe Neguse,D,false,deluxe,0.9993,62.09,56.73,67.43
2018-10-03,CO,2,,Peter Yu,R,false,deluxe,0.0007,33.28,27.84,38.61
2018-10-03,CO,2,,Others,,false,deluxe,0.0,4.64,1.73,8.18
2018-10-03,CO,3,,Scott Tipton,R,true,deluxe,0.803,51.22,45.69,56.74
2018-10-03,CO,3,,Diane Mitsch Bush,D,false,deluxe,0.197,44.42,38.82,49.93
2018-10-03,CO,3,,Others,,false,deluxe,0.0,4.37,1.57,7.74
2018-10-03,CO,4,,Ken Buck,R,true,deluxe,0.9858,59.12,54.05,64.14
2018-10-03,CO,4,,Karen McCormick,D,false,deluxe,0.0142,40.88,35.86,45.95
2018-10-03,CO,5,,Doug Lamborn,R,true,deluxe,0.9888,59.66,54.62,64.71
2018-10-03,CO,5,,Stephany Rose Spaulding,D,false,deluxe,0.0112,40.34,35.29,45.38
2018-10-03,CO,6,,Jason Crow,D,false,deluxe,0.8377,51.4,46.91,55.84
2018-10-03,CO,6,,Mike Coffman,R,true,deluxe,0.1623,45.01,40.56,49.45
2018-10-03,CO,6,,Others,,false,deluxe,0.0,3.58,1.18,6.53
2018-10-03,CO,7,,Ed Perlmutter,D,true,deluxe,0.999,61.67,56.47,66.82
2018-10-03,CO,7,,Mark Barrington,R,false,deluxe,0.001,34.41,29.22,39.55
2018-10-03,CO,7,,Others,,false,deluxe,0.0,3.91,1.34,7.07
2018-10-03,CT,1,,John B. Larson,D,true,deluxe,1.0,66.47,61.51,71.38
2018-10-03,CT,1,,Tom McCormick,GRE,false,deluxe,0.0,2.8,0.83,5.28
2018-10-03,CT,1,,Jennifer Nye,R,false,deluxe,0.0,30.74,25.75,35.63
2018-10-03,CT,2,,Joe Courtney,D,true,deluxe,0.9997,63.99,59.03,68.92
2018-10-03,CT,2,,Dan Postemski,R,false,deluxe,0.0003,33.04,28.04,37.99
2018-10-03,CT,2,,Others,,false,deluxe,0.0,2.97,0.91,5.56
2018-10-03,CT,3,,Rosa L. DeLauro,D,true,deluxe,1.0,69.79,65.02,74.61
2018-10-03,CT,3,,Angel Cadena,R,false,deluxe,0.0,30.21,25.39,34.98
2018-10-03,CT,4,,Jim Himes,D,true,deluxe,0.9993,64.4,59.44,69.31
2018-10-03,CT,4,,Harry Arora,R,false,deluxe,0.0007,35.6,30.69,40.56
2018-10-03,CT,5,,Jahana Hayes,D,false,deluxe,0.9824,57.05,51.89,62.21
2018-10-03,CT,5,,Manny Santos,R,false,deluxe,0.0176,39.86,34.74,44.97
2018-10-03,CT,5,,John Pistone,I,false,deluxe,0.0,3.09,0.95,5.73
2018-10-03,DE,1,,Lisa Blunt Rochester,D,true,deluxe,0.9984,61.8,57.3,66.27
2018-10-03,DE,1,,Scott Walker,R,false,deluxe,0.0016,38.2,33.73,42.7
2018-10-03,FL,1,,Matt Gaetz,R,true,deluxe,0.9999,70.31,65.56,75.08
2018-10-03,FL,1,,Jennifer Zimmerman,D,false,deluxe,0.0001,29.69,24.92,34.44
2018-10-03,FL,2,,Neal Dunn,R,true,deluxe,0.9998,66.74,61.68,71.67
2018-10-03,FL,2,,Bob Rackleff,D,false,deluxe,0.0002,33.26,28.33,38.32
2018-10-03,FL,3,,Ted Yoho,R,true,deluxe,0.993,60.25,55.3,65.22
2018-10-03,FL,3,,Yvonne Hayes Hinson,D,false,deluxe,0.007,39.75,34.78,44.7
2018-10-03,FL,4,,John Rutherford,R,true,deluxe,0.9999,66.66,61.55,71.66
2018-10-03,FL,4,,"George ""Ges"" Selmont",D,false,deluxe,0.0001,30.16,25.1,35.23
2018-10-03,FL,4,,Others,,false,deluxe,0.0,3.18,1.0,5.88
2018-10-03,FL,5,,Al Lawson,D,true,deluxe,0.9999,69.68,64.85,74.49
2018-10-03,FL,5,,Virginia Fuller,R,false,deluxe,0.0001,30.32,25.51,35.15
2018-10-03,FL,6,,Michael Waltz,R,false,deluxe,0.8604,53.47,49.36,57.59
2018-10-03,FL,6,,Nancy Soderberg,D,false,deluxe,0.1396,46.53,42.41,50.64
2018-10-03,FL,7,,Stephanie Murphy,D,true,deluxe,0.9451,56.04,51.26,60.71
2018-10-03,FL,7,,Mike Miller,R,false,deluxe,0.0549,43.96,39.29,48.74
2018-10-03,FL,8,,Bill Posey,R,true,deluxe,0.9915,60.05,55.01,65.06
2018-10-03,FL,8,,Sanjay Patel,D,false,deluxe,0.0085,39.95,34.94,44.99
2018-10-03,FL,9,,Darren Soto,D,true,deluxe,0.9992,64.21,59.37,69.08
2018-10-03,FL,9,,Wayne Liebnitzky,R,false,deluxe,0.0008,35.79,30.92,40.63
2018-10-03,FL,10,,Val Demings,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-03,FL,11,,Daniel Webster,R,true,deluxe,0.9996,65.5,60.49,70.52
2018-10-03,FL,11,,Dana Cottrell,D,false,deluxe,0.0004,34.5,29.48,39.51
2018-10-03,FL,12,,Gus M. Bilirakis,R,true,deluxe,0.9966,58.48,53.91,62.96
2018-10-03,FL,12,,Chris Hunter,D,false,deluxe,0.0034,38.65,34.09,43.16
2018-10-03,FL,12,,Angelika Purkis,NPA,false,deluxe,0.0,2.87,0.86,5.39
2018-10-03,FL,13,,Charlie Crist,D,true,deluxe,0.9983,62.92,58.02,67.83
2018-10-03,FL,13,,George Buck,R,false,deluxe,0.0017,37.08,32.17,41.98
2018-10-03,FL,14,,Kathy Castor,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-03,FL,15,,Ross Spano,R,false,deluxe,0.7785,52.39,48.32,56.47
2018-10-03,FL,15,,Kristen Carlson,D,false,deluxe,0.2215,47.61,43.53,51.68
2018-10-03,FL,16,,Vern Buchanan,R,true,deluxe,0.8824,53.68,49.7,57.66
2018-10-03,FL,16,,David Shapiro,D,false,deluxe,0.1176,46.32,42.34,50.3
2018-10-03,FL,17,,Greg Steube,R,false,deluxe,0.9983,63.2,58.04,68.38
2018-10-03,FL,17,,April Freeman,D,false,deluxe,0.0017,36.8,31.62,41.96
2018-10-03,FL,18,,Brian Mast,R,true,deluxe,0.9143,54.55,50.3,58.76
2018-10-03,FL,18,,Lauren Baer,D,false,deluxe,0.0857,45.45,41.24,49.7
2018-10-03,FL,19,,Francis Rooney,R,true,deluxe,0.9963,60.0,55.57,64.38
2018-10-03,FL,19,,David Holden,D,false,deluxe,0.0037,40.0,35.62,44.43
2018-10-03,FL,20,,Alcee L. Hastings,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-03,FL,21,,Lois Frankel,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-03,FL,22,,Ted Deutch,D,true,deluxe,0.9995,64.77,59.83,69.68
2018-10-03,FL,22,,Nicolas Kimaz,R,false,deluxe,0.0005,35.23,30.32,40.17
2018-10-03,FL,23,,Debbie Wasserman Schultz,D,true,deluxe,0.9998,64.84,59.66,69.89
2018-10-03,FL,23,,Joe Kaufman,R,false,deluxe,0.0002,32.12,26.99,37.27
2018-10-03,FL,23,,Others,,false,deluxe,0.0,3.04,0.93,5.7
2018-10-03,FL,24,,Frederica Wilson,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-03,FL,25,,Mario Diaz-Balart,R,true,deluxe,0.8514,54.27,49.02,59.56
2018-10-03,FL,25,,Mary Barzee Flores,D,false,deluxe,0.1486,45.73,40.44,50.98
2018-10-03,FL,26,,Carlos Curbelo,R,true,deluxe,0.6268,51.13,46.59,55.67
